date,prediction,uncertainty,ytd_anomaly,trailing_30d_anomaly,days_elapsed
2026-03-06,1.448885622952906,0.0647921433698259,1.4675384615384617,1.4469999999999998,65
2026-03-07,1.4479538431356072,0.064483625349863,1.4683333333333335,1.4436666666666664,66
2026-03-08,1.4471991645622375,0.0641111213059491,1.47,1.443,67
2026-03-09,1.4459155853727848,0.0636705803567539,1.4711764705882353,1.4416666666666669,68
2026-03-10,1.5107754505261743,0.0634393257138006,1.4717391304347829,1.4389999999999998,69
2026-03-11,1.50857277619939,0.0629519148108085,1.4724285714285716,1.4363333333333332,70
2026-03-12,1.5103266120223422,0.0624705873226538,1.4732394366197183,1.4326666666666668,71
2026-03-13,1.5077697852194485,0.0619567451191177,1.4729166666666669,1.4246666666666667,72
2026-03-14,1.5050713243720306,0.0614131786805631,1.4726027397260273,1.4173333333333331,73
2026-03-15,1.5021034892100775,0.0608591243378434,1.4717567567567569,1.409333333333333,74
2026-03-16,1.4978004061941537,0.060411461419133,1.4697333333333331,1.4,75
2026-03-17,1.4928696210637438,0.0600221612082068,1.4669736842105263,1.3893333333333333,76
2026-03-18,1.4885742724301605,0.0596595125960903,1.4648051948051948,1.3809999999999998,77
2026-03-19,1.487269121349328,0.0593466107215897,1.4646153846153849,1.3783333333333332,78
2026-03-20,1.4864237602943038,0.0590036919456154,1.4658227848101266,1.381,79
2026-03-21,1.486655896297583,0.058618574053658,1.4678749999999998,1.3853333333333333,80
2026-03-22,1.4852245300174405,0.0582003198809394,1.470246913580247,1.3909999999999998,81
2026-03-23,1.486974448699185,0.057811020679004,1.4718292682926828,1.397,82
2026-03-24,1.489596132493375,0.0574441235823586,1.4731325301204818,1.407333333333333,83
2026-03-25,1.492948298736068,0.0571404207905081,1.4744047619047618,1.4220000000000002,84
2026-03-26,1.496057518198208,0.0568617630220534,1.4755294117647058,1.4349999999999998,85
2026-03-27,1.498620998581317,0.0565864026141896,1.476395348837209,1.4466666666666663,86
2026-03-28,1.50000840021006,0.0562785635702454,1.477126436781609,1.4556666666666664,87
2026-03-29,1.501957291604925,0.0559910093305627,1.4789772727272728,1.4659999999999995,88
2026-03-30,1.5056286976510074,0.0557458917801744,1.481123595505618,1.4786666666666664,89
2026-03-31,1.5085113700467856,0.0555574493670348,1.4828888888888887,1.492,90
2026-04-01,1.5039456814477936,0.0563783917046796,1.4837362637362634,1.5026666666666666,91
2026-04-02,1.5068891852225348,0.0560713458731096,1.4849999999999997,1.5126666666666668,92
2026-04-03,1.5097802121283035,0.0557941616984332,1.4862365591397846,1.5203333333333335,93
2026-04-04,1.514334294804671,0.0554702861245894,1.4874468085106385,1.5276666666666672,94
2026-04-05,1.5280116195792397,0.0551309917190171,1.4879999999999998,1.532,95
2026-04-06,1.531782760273992,0.0548059788869824,1.4884583333333332,1.532733333333333,96
2026-04-07,1.5340640444182934,0.0545133253518989,1.4884123711340207,1.5296333333333332,97
2026-04-08,1.536038020163826,0.0543228717872367,1.4882448979591838,1.5273,98
2026-04-09,1.5425758295112302,0.0541543193174603,1.4883838383838386,1.526933333333333,99
2026-04-10,1.5403187100611664,0.0540352203364174,1.4886200000000005,1.526433333333333,100
2026-04-11,1.5429380858623656,0.0539031784867669,1.4890792079207922,1.5269333333333333,101
2026-04-12,1.5454858292437137,0.053771689275901,1.4889019607843137,1.5275,102
2026-04-13,1.5477396366680385,0.0536959299777303,1.4886990291262137,1.5278666666666665,103
2026-04-14,1.5516791808724415,0.0536934698486433,1.488778846153846,1.5311666666666666,104
2026-04-15,1.5538911858691478,0.0536752063020633,1.4880190476190476,1.5341666666666665,105
2026-04-16,1.556007340326401,0.0536046871089243,1.4866509433962265,1.5369,106
2026-04-17,1.559137744510945,0.0534729183806402,1.4853831775700934,1.538333333333333,107
2026-04-18,1.560519175924037,0.0532673836173935,1.483861111111111,1.5345,108
2026-04-19,1.5599585368201585,0.0530490708188013,1.481834862385321,1.5247,109
2026-04-20,1.5598514472523617,0.052803699304758,1.479990909090909,1.5125,110
2026-04-21,1.5600368712141237,0.0525342770640441,1.478351351351351,1.5008333333333332,111
2026-04-22,1.559155622099201,0.052338277428395,1.477517857142857,1.4937333333333334,112
2026-04-23,1.5582942236738822,0.052163332659932,1.4766725663716815,1.4871,113
2026-04-24,1.5575009721378388,0.0518635947165925,1.4757280701754387,1.4799666666666662,114
2026-04-25,1.5565794550003167,0.0514564002955768,1.475008695652174,1.4741,115
2026-04-26,1.5465259616710512,0.0512762101814714,1.4743275862068963,1.4689333333333334,116
2026-04-27,1.5460908927270194,0.050735205570665,1.4734102564102562,1.4627666666666668,117
2026-04-28,1.5440650797349147,0.0502447974088409,1.4721949152542373,1.4523333333333333,118
2026-04-29,1.5437133405171712,0.0498573250843953,1.4713025210084032,1.4422333333333337,119
2026-04-30,1.5422438262392824,0.0493858434443687,1.4703333333333333,1.4329000000000005,120
2026-05-01,1.5428834484796,0.0489653000381266,1.4690247933884295,1.4243666666666668,121
2026-05-02,1.5429869970278087,0.0485884681362068,1.4679754098360656,1.4159666666666666,122
2026-05-03,1.541973231120023,0.0482172072373516,1.467130081300813,1.4077000000000004,123
2026-05-04,1.5407192776314207,0.0478438274428765,1.4667419354838709,1.4015000000000002,124
2026-05-05,1.5403297661433526,0.047604870606035,1.466624,1.3984666666666667,125
2026-05-06,1.5435186413914574,0.0475061142780236,1.466563492063492,1.3965000000000003,126
2026-05-07,1.542878645314081,0.0474846060450092,1.4666220472440945,1.3961666666666668,127
2026-05-08,1.5430463903198346,0.0474997504141536,1.4665312499999998,1.395233333333333,128
2026-05-09,1.546342940242634,0.0475642307658757,1.466472868217054,1.3938666666666668,129
2026-05-10,1.545948491216735,0.0476102859282696,1.4663461538461535,1.3918,130
2026-05-11,1.5461011515657996,0.0476119134076688,1.4664503816793892,1.3899666666666668,131
2026-05-12,1.5467688894220992,0.0476091104865234,1.4671136363636363,1.3927666666666667,132
2026-05-13,1.5476467173849937,0.047518908127309,1.4680375939849626,1.396766666666667,133
2026-05-14,1.549242644370528,0.0472893260999812,1.4688955223880598,1.3999666666666668,134
2026-05-15,1.5493600724008068,0.0470276824382645,1.4691999999999998,1.403333333333333,135
2026-05-16,1.5482649721611317,0.0467428190622096,1.46925,1.407433333333333,136
2026-05-17,1.547981915357301,0.046415155348667,1.469058394160584,1.4105,137
2026-05-18,1.5479511399704262,0.0461313559784551,1.4685289855072463,1.413066666666667,138
2026-05-19,1.5489564238225473,0.0459192296005795,1.4678705035971222,1.4168666666666667,139
2026-05-20,1.5492116809234626,0.0457309845593802,1.4666571428571429,1.4175333333333338,140
2026-05-21,1.5491792473630346,0.0455057867406891,1.4652056737588652,1.4162,141
2026-05-22,1.549228020106201,0.0451728112497181,1.463992957746479,1.4131333333333334,142
2026-05-23,1.5495537427868626,0.044769640722372,1.463097902097902,1.4116,143
2026-05-24,1.5513966747693293,0.0443925066160915,1.4625,1.4119000000000002,144
2026-05-25,1.552290613914416,0.0440963346765791,1.4621724137931034,1.4126333333333332,145
2026-05-26,1.5524017543430786,0.0439195351788876,1.4616301369863014,1.4125333333333332,146
2026-05-27,1.5525954204172008,0.0437642402807423,1.4610884353741496,1.4130333333333331,147
2026-05-28,1.5533332256427572,0.043505477838609,1.4606554054054055,1.4148333333333334,148
2026-05-29,1.5552422394778531,0.0431417250069955,1.4603288590604029,1.4164,149
2026-05-30,1.5568329942007506,0.0427976519031568,1.45972,1.4169333333333334,150
2026-05-31,1.5557648207425538,0.0423840403127211,1.4590794701986756,1.4185999999999994,151
2026-06-01,1.555804803523936,0.0420452089350509,1.458467105263158,1.4194666666666662,152
2026-06-02,1.5551716763345425,0.0415647951064539,1.4581372549019609,1.4208999999999998,153
2026-06-03,1.5542598149046412,0.0410819318683382,1.457948051948052,1.4212666666666665,154
2026-06-04,1.5573803051909163,0.0405233298954558,1.4578322580645162,1.4208666666666665,155
2026-06-05,1.55703986953161,0.0399046870179753,1.4576923076923076,1.4200333333333337,156
2026-06-06,1.5578706326169434,0.0391645272588614,1.45784076433121,1.4202666666666668,157
2026-06-07,1.5572253702685932,0.0382829285699637,1.458006329113924,1.4212666666666671,158
2026-06-08,1.5560103814016149,0.0372611321701445,1.4581698113207546,1.4221000000000004,159
2026-06-09,1.5546748846695269,0.0361879200906673,1.4579875,1.4215000000000002,160
2026-06-10,1.553410370744415,0.035261063762463,1.457782608695652,1.4195666666666669,161
2026-06-11,1.5523355084006534,0.0345266182748979,1.4577469135802468,1.4165333333333332,162
2026-06-12,1.5508516021150704,0.033955888126087,1.457570552147239,1.4107999999999998,163
2026-06-13,1.5495599061189544,0.0334545725199354,1.4570243902439024,1.403733333333333,164
2026-06-14,1.5481396702256065,0.0328851119737855,1.4559878787878786,1.3962333333333334,165
2026-06-15,1.547321169636785,0.0323662054872083,1.4549819277108431,1.390033333333333,166
2026-06-16,1.5473115748716897,0.0320484770092714,1.454203592814371,1.3860333333333337,167
2026-06-17,1.5473499600455582,0.0318459588865577,1.4534642857142857,1.3838333333333332,168
2026-06-18,1.5466444952110223,0.0316188310218415,1.452739644970414,1.3823,169
2026-06-19,1.5458576430945468,0.0314203760394397,1.4518,1.3821333333333332,170
2026-06-20,1.545738518699384,0.0313406193176787,1.4509239766081872,1.383533333333333,171
2026-06-21,1.5457744442884829,0.0313111993966899,1.4503837209302324,1.3856666666666666,172
2026-06-22,1.5459693256434193,0.0312618714695122,1.449965317919075,1.387066666666667,173
2026-06-23,1.545437529640668,0.0311915385382924,1.44916091954023,1.385133333333333,174
2026-06-24,1.543572255942049,0.03090334638679,1.4481428571428572,1.3803333333333332,175
2026-06-25,1.5423304763384729,0.0305132772953163,1.4473977272727274,1.3778,176
2026-06-26,1.5425543019312005,0.0301435483638422,1.4471468926553672,1.3784999999999998,177
2026-06-27,1.5438680244269292,0.0298207432352425,1.4471516853932584,1.3802333333333332,178
2026-06-28,1.5450316750567616,0.0295731250589557,1.4473016759776536,1.3822666666666663,179
2026-06-29,1.549966979683311,0.0292783783014929,1.4474333333333331,1.3857333333333333,180
2026-06-30,1.5533270802797747,0.0291286043449087,1.44753591160221,1.3890666666666662,181
2026-07-01,1.556277686863573,0.0292355254443179,1.4473516483516484,1.390666666666666,182
2026-07-02,1.5585906135598724,0.029367843044107,1.4472732240437158,1.3918666666666666,183
2026-07-03,1.5606540270786535,0.0294921058152276,1.4470815217391306,1.3909999999999998,184
2026-07-04,1.5624076294377456,0.0295971240494282,1.4470324324324326,1.3909000000000005,185
2026-07-05,1.5648704519336862,0.0296833583706686,1.4473440860215054,1.3932333333333338,186
2026-07-06,1.5664615247304727,0.0297507885334341,1.447577540106952,1.393566666666667,187
2026-07-07,1.5685171501776232,0.0298714093634119,1.447781914893617,1.3936666666666666,188
2026-07-08,1.571246905729346,0.0300414437263604,1.4480687830687828,1.3945333333333336,189
2026-07-09,1.5766389006437462,0.0301854412811525,1.4482894736842102,1.3963,190
2026-07-10,1.5779130631283982,0.0302299633128215,1.4480837696335076,1.3957333333333335,191
2026-07-11,1.577883374076297,0.0302392598569422,1.4476197916666669,1.3926333333333334,192
2026-07-12,1.5770733960739454,0.0303554071005193,1.4469637305699483,1.3889999999999998,193
2026-07-13,1.575596198714489,0.0305263446240278,1.4463402061855668,1.3877,194
2026-07-14,1.5747986040106023,0.0307877173578133,1.4459025641025642,1.3902,195
2026-07-15,1.5739947504024647,0.0310993170332771,1.445484693877551,1.3926333333333334,196
2026-07-16,1.5726610566197865,0.0312790845745614,1.4451116751269035,1.3942666666666663,197
2026-07-17,1.5715246580804731,0.0312824937823033,1.444722222222222,1.3955333333333333,198
2026-07-18,1.5708138186920688,0.0311653377039177,1.4444924623115576,1.3978000000000002,199
2026-07-19,1.570956359797964,0.0310389271687066,1.444615,1.4036333333333335,200
2026-07-20,1.5723073671251526,0.0308536315500349,1.4452139303482583,1.4124,201
2026-07-21,1.574238606049887,0.0305823121672091,1.4459455445544556,1.4202,202
2026-07-22,1.5757734875543543,0.0303629773968785,1.4466354679802955,1.427166666666667,203
2026-07-23,1.577481900166089,0.0302610572113434,1.4472401960784311,1.4358666666666668,204
2026-07-24,1.5795732027634823,0.0302243409188671,1.447931707317073,1.4464333333333337,205
2026-07-25,1.5811529493132808,0.0301214169082784,1.4486310679611651,1.455566666666667,206
2026-07-26,1.5816762264089088,0.0300438092905665,1.4493043478260867,1.4617333333333338,207
2026-07-27,1.5814153234714563,0.0299435507935536,1.4498990384615384,1.4662000000000002,208
2026-07-28,1.5808586685382648,0.0298734060881135,1.4503636363636363,1.4683333333333335,209
2026-07-29,1.5801845102698415,0.0299018397717294,1.450647619047619,1.469666666666667,210
2026-07-30,1.5843812683684966,0.0299706563148869,1.4508199052132704,1.4704000000000004,211
2026-07-31,1.5841074480190218,0.0300121570532491,1.4511037735849055,1.4735333333333334,212
2026-08-01,1.5812409355216202,0.0303411264431673,1.4514131455399062,1.4766666666666668,213
2026-08-02,1.580785464812542,0.0303038217915584,1.451640186915888,1.4796000000000002,214
2026-08-03,1.5805150981519822,0.0302298745553266,1.4518093023255814,1.481066666666667,215
2026-08-04,1.5853438122092895,0.0301951851243389,1.451888888888889,1.4800666666666666,216
2026-08-05,1.5860671867370812,0.0299947400441625,1.4524009216589862,1.4822666666666668,217
2026-08-06,1.5877685126239922,0.029793772334993,1.4530688073394495,1.4862000000000002,218
2026-08-07,1.5877784542600502,0.0295942246400457,1.4537397260273974,1.4892666666666667,219
2026-08-08,1.587817474913248,0.0293800727127207,1.4544318181818183,1.4931999999999996,220
2026-08-09,1.5914723460868905,0.0292023838966082,1.4551040723981898,1.4998000000000002,221
2026-08-10,1.591473349936969,0.0291108589067359,1.4556216216216218,1.5066000000000002,222
2026-08-11,1.5918451575550467,0.0290005230834539,1.4562466367713005,1.5157666666666667,223
2026-08-12,1.5921157646742727,0.0288662340967837,1.4568080357142856,1.524233333333333,224
2026-08-13,1.592807882370238,0.0287550265361854,1.457648888888889,1.5337666666666665,225
2026-08-14,1.593386885930682,0.0286407823300226,1.4586548672566368,1.5444999999999998,226
2026-08-15,1.5941520705861243,0.0284556517285775,1.4596475770925108,1.5549,227
2026-08-16,1.5949618918008484,0.0282265591382217,1.4605394736842106,1.564733333333333,228
2026-08-17,1.5959199040522476,0.0279796050761971,1.4613056768558952,1.572633333333333,229
2026-08-18,1.597000756652641,0.0277201348760843,1.4621391304347824,1.5787,230
2026-08-19,1.5981602276381628,0.0274939798530482,1.463116883116883,1.5828,231
2026-08-20,1.5991960144301856,0.0272692421835785,1.4640387931034482,1.5855666666666663,232
2026-08-21,1.600447070560607,0.0269762363901448,1.4649055793991417,1.5883333333333334,233
2026-08-22,1.6016356083856529,0.026695436431973,1.465747863247863,1.5914333333333337,234
2026-08-23,1.6025554150078398,0.0264926808671268,1.466663829787234,1.5944666666666667,235
2026-08-24,1.6037336803032334,0.0263565202523187,1.4677161016949152,1.5986000000000002,236
2026-08-25,1.605729523595826,0.0261477833613418,1.4689746835443038,1.6045333333333334,237
2026-08-26,1.6085131325080286,0.0259663268846273,1.4703991596638657,1.6123666666666665,238
2026-08-27,1.6112292003886164,0.0257573692002472,1.471782426778243,1.6208,239
2026-08-28,1.613421934587416,0.0254822283307993,1.473,1.6293333333333335,240
2026-08-29,1.6158608371767906,0.0251862539075797,1.47398755186722,1.6367666666666667,241
2026-08-30,1.617246484006782,0.0248549174653618,1.4749132231404958,1.642966666666667,242
2026-08-31,1.6191176828086444,0.0245212623118098,1.476,1.650566666666667,243
2026-09-01,1.6188865442289462,0.0242742876219836,1.477065573770492,1.6582333333333332,244
2026-09-02,1.62109447861047,0.023849808735523507,1.4780938775510206,1.6662666666666666,245
